,accuracy,accuracy,macro_f1,macro_f1,weighted_f1,weighted_f1,positive_precision,positive_precision,positive_recall,positive_recall,negative_recall,negative_recall,fpr,fpr,pred_positive_rate,pred_positive_rate,TN,TN,FP,FP,FN,FN,TP,TP
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
version,,,,,,,,,,,,,,,,,,,,,,,,
NoReservoir,0.6273068050749712,0.017139892550297284,0.5796916763416036,0.011105375854011328,0.668969765899055,0.015662343856408956,0.30344189697038004,0.007248977561005302,0.7913725490196079,0.024490188229013346,0.5903550609432963,0.02642810310501682,0.4096449390567038,0.026428103105016813,0.47981545559400224,0.026024743017270913,1114.0,49.86983055916673,773.0,49.86983055916673,88.66666666666667,10.408329997330663,336.3333333333333,10.40832999733066
Reservoir,0.6571510957324106,0.024319089752278828,0.5948599976990159,0.013224151516750875,0.6949520012843418,0.020266159506265313,0.31344967695958276,0.011274163123711581,0.7223529411764705,0.04634756612609936,0.6424659954071719,0.040126538391098955,0.35753400459282814,0.04012653839109891,0.42459630911188007,0.04121800605439302,1212.3333333333333,75.71877794400363,674.6666666666666,75.71877794400365,118.0,19.697715603592208,307.0,19.697715603592208
